#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	10	Purple	43	AFP	9606.ENSP00000379138	Alpha-fetoprotein; Binds copper, nickel, and fatty acids as well as, and bilirubin less well than, serum albumin. Only a small percentage (less than 2%) of the human AFP shows estrogen-binding properties; Belongs to the ALB/AFP/VDB family.
kmeans	10	Purple	43	AIF1	9606.ENSP00000365227	Allograft inflammatory factor 1; Actin-binding protein that enhances membrane ruffling and RAC activation. Enhances the actin-bundling activity of LCP1. Binds calcium. Plays a role in RAC signaling and in phagocytosis. May play a role in macrophage activation and function. Promotes the proliferation of vascular smooth muscle cells and of T-lymphocytes. Enhances lymphocyte migration. Plays a role in vascular inflammation.
kmeans	10	Purple	43	AIFM1	9606.ENSP00000287295	Apoptosis-inducing factor 1, mitochondrial; Functions both as NADH oxidoreductase and as regulator of apoptosis. In response to apoptotic stimuli, it is released from the mitochondrion intermembrane space into the cytosol and to the nucleus, where it functions as a proapoptotic factor in a caspase-independent pathway. The soluble form (AIFsol) found in the nucleus induces 'parthanatos' i.e. caspase-independent fragmentation of chromosomal DNA (By similarity). Binds to DNA in a sequence-independent manner. Interacts with EIF3G, and thereby inhibits the EIF3 machinery and protein synthes [...] 
kmeans	10	Purple	43	AKT3	9606.ENSP00000500582	RAC-gamma serine/threonine-protein kinase; AKT3 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported. AKT3 is the least studied AKT isoform. It plays an important role in brain development and is crucial fo [...] 
kmeans	10	Purple	43	ANXA3	9606.ENSP00000264908	Annexin A3; Inhibitor of phospholipase A2, also possesses anti-coagulant properties. Also cleaves the cyclic bond of inositol 1,2-cyclic phosphate to form inositol 1-phosphate; Belongs to the annexin family.
kmeans	10	Purple	43	ANXA4	9606.ENSP00000377833	Annexin A4; Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis.
kmeans	10	Purple	43	APP	9606.ENSP00000284981	Gamma-secretase C-terminal fragment 50; Functions as a cell surface receptor and performs physiological functions on the surface of neurons relevant to neurite growth, neuronal adhesion and axonogenesis. Interaction between APP molecules on neighboring cells promotes synaptogenesis. Involved in cell mobility and transcription regulation through protein-protein interactions. Can promote transcription activation through binding to APBB1-KAT5 and inhibits Notch signaling through interaction with Numb. Couples to apoptosis- inducing pathways such as those mediated by G(O) and JIP. Inhibits [...] 
kmeans	10	Purple	43	BAG3	9606.ENSP00000358081	BAG family molecular chaperone regulator 3; Co-chaperone for HSP70 and HSC70 chaperone proteins. Acts as a nucleotide-exchange factor (NEF) promoting the release of ADP from the HSP70 and HSC70 proteins thereby triggering client/substrate protein release. Nucleotide release is mediated via its binding to the nucleotide-binding domain (NBD) of HSPA8/HSC70 where as the substrate release is mediated via its binding to the substrate-binding domain (SBD) of HSPA8/HSC70. Has anti- apoptotic activity. Plays a role in the HSF1 nucleocytoplasmic transport.
kmeans	10	Purple	43	BAX	9606.ENSP00000293288	Apoptosis regulator BAX; Plays a role in the mitochondrial apoptotic process. Under normal conditions, BAX is largely cytosolic via constant retrotranslocation from mitochondria to the cytosol mediated by BCL2L1/Bcl-xL, which avoids accumulation of toxic BAX levels at the mitochondrial outer membrane (MOM). Under stress conditions, undergoes a conformation change that causes translocation to the mitochondrion membrane, leading to the release of cytochrome c that then triggers apoptosis. Promotes activation of CASP3, and thereby apoptosis.
kmeans	10	Purple	43	BID	9606.ENSP00000318822	BH3-interacting domain death agonist p11; The major proteolytic product p15 BID allows the release of cytochrome c (By similarity). Isoform 1, isoform 2 and isoform 4 induce ICE-like proteases and apoptosis. Isoform 3 does not induce apoptosis. Counters the protective effect of Bcl-2.
kmeans	10	Purple	43	BIRC2	9606.ENSP00000477613	Baculoviral IAP repeat-containing protein 2; Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, mitogenic kinase signaling, and cell proliferation, as well as cell invasion and metastasis. Acts as an E3 ubiquitin-protein ligase regulating NF-kappa-B signaling and regulates both canonical and non- canonical NF-kappa-B signaling by acting in opposite directions: acts as a positive regulator of the canonical pathway and suppresses constitutive activation of non-canonical NF-kappa-B signaling. The target protein [...] 
kmeans	10	Purple	43	CASP2	9606.ENSP00000312664	Caspase-2 subunit p12; Involved in the activation cascade of caspases responsible for apoptosis execution. Might function by either activating some proteins required for cell death or inactivating proteins necessary for cell survival. Associates with PIDD1 and CRADD to form the PIDDosome, a complex that activates CASP2 and triggers apoptosis in response to genotoxic stress.
kmeans	10	Purple	43	CASP3	9606.ENSP00000311032	Caspase-3 subunit p12; Involved in the activation cascade of caspases responsible for apoptosis execution. At the onset of apoptosis it proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a '216-Asp-|-Gly-217' bond. Cleaves and activates sterol regulatory element binding proteins (SREBPs) between the basic helix-loop-helix leucine zipper domain and the membrane attachment domain. Cleaves and activates caspase-6, -7 and -9. Involved in the cleavage of huntingtin. Triggers cell adhesion in sympathetic neurons through RET cleavage.
kmeans	10	Purple	43	CASP8	9606.ENSP00000351273	Caspase-8 subunit p10; Most upstream protease of the activation cascade of caspases responsible for the TNFRSF6/FAS mediated and TNFRSF1A induced cell death. Binding to the adapter molecule FADD recruits it to either receptor. The resulting aggregate called death-inducing signaling complex (DISC) performs CASP8 proteolytic activation. The active dimeric enzyme is then liberated from the DISC and free to activate downstream apoptotic proteases. Proteolytic fragments of the N-terminal propeptide (termed CAP3, CAP5 and CAP6) are likely retained in the DISC. Cleaves and activates CASP3, CA [...] 
kmeans	10	Purple	43	CD59	9606.ENSP00000498879	CD59 glycoprotein; Potent inhibitor of the complement membrane attack complex (MAC) action. Acts by binding to the C8 and/or C9 complements of the assembling MAC, thereby preventing incorporation of the multiple copies of C9 required for complete formation of the osmolytic pore. This inhibitor appears to be species-specific. Involved in signal transduction for T-cell activation complexed to a protein tyrosine kinase.
kmeans	10	Purple	43	CDKN1A	9606.ENSP00000384849	Cyclin-dependent kinase inhibitor 1; May be involved in p53/TP53 mediated inhibition of cellular proliferation in response to DNA damage. Binds to and inhibits cyclin- dependent kinase activity, preventing phosphorylation of critical cyclin-dependent kinase substrates and blocking cell cycle progression. Functions in the nuclear localization and assembly of cyclin D-CDK4 complex and promotes its kinase activity towards RB1. At higher stoichiometric ratios, inhibits the kinase activity of the cyclin D- CDK4 complex. Inhibits DNA synthesis by DNA polymerase delta by competing with POLD3  [...] 
kmeans	10	Purple	43	CREG1	9606.ENSP00000359540	Protein CREG1; May contribute to the transcriptional control of cell growth and differentiation. Antagonizes transcriptional activation and cellular transformation by the adenovirus E1A protein. The transcriptional control activity of cell growth requires interaction with IGF2R; Belongs to the CREG family.
kmeans	10	Purple	43	CTSC	9606.ENSP00000227266	Dipeptidyl peptidase 1 exclusion domain chain; Thiol protease. Has dipeptidylpeptidase activity. Active against a broad range of dipeptide substrates composed of both polar and hydrophobic amino acids. Proline cannot occupy the P1 position and arginine cannot occupy the P2 position of the substrate. Can act as both an exopeptidase and endopeptidase. Activates serine proteases such as elastase, cathepsin G and granzymes A and B. Can also activate neuraminidase and factor XIII; Belongs to the peptidase C1 family.
kmeans	10	Purple	43	CTSL	9606.ENSP00000345344	Cathepsin L1 heavy chain; Thiol protease important for the overall degradation of proteins in lysosomes (Probable). Involved in the solubilization of cross-linked TG/thyroglobulin and in the subsequent release of thyroid hormone thyroxine (T4) by limited proteolysis of TG/thyroglobulin in the thyroid follicle lumen (By similarity).
kmeans	10	Purple	43	DBNL	9606.ENSP00000417653	Drebrin-like protein; Adapter protein that binds F-actin and DNM1, and thereby plays a role in receptor-mediated endocytosis. Plays a role in the reorganization of the actin cytoskeleton, formation of cell projections, such as neurites, in neuron morphogenesis and synapse formation via its interaction with WASL and COBL. Does not bind G-actin and promote actin polymerization by itself. Required for the formation of organized podosome rosettes (By similarity). May act as a common effector of antigen receptor-signaling pathways in leukocytes. Acts as a key component of the immunological  [...] 
kmeans	10	Purple	43	DFFA	9606.ENSP00000366237	DNA fragmentation factor subunit alpha; Inhibitor of the caspase-activated DNase (DFF40).
kmeans	10	Purple	43	DIABLO	9606.ENSP00000499058	Diablo IAP-binding mitochondrial protein.
kmeans	10	Purple	43	DSG2	9606.ENSP00000261590	Desmoglein-2; Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion.
kmeans	10	Purple	43	FADD	9606.ENSP00000301838	FAS-associated death domain protein; Apoptotic adaptor molecule that recruits caspase-8 or caspase-10 to the activated Fas (CD95) or TNFR-1 receptors. The resulting aggregate called the death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation. Active caspase-8 initiates the subsequent cascade of caspases mediating apoptosis. Involved in interferon-mediated antiviral immune response, playing a role in the positive regulation of interferon signaling.
kmeans	10	Purple	43	FIS1	9606.ENSP00000223136	Mitochondrial fission 1 protein; Involved in the fragmentation of the mitochondrial network and its perinuclear clustering. Plays a minor role in the recruitment and association of the fission mediator dynamin-related protein 1 (DNM1L) to the mitochondrial surface and mitochondrial fission. Can induce cytochrome c release from the mitochondrion to the cytosol, ultimately leading to apoptosis. Also mediates peroxisomal fission. Belongs to the FIS1 family.
kmeans	10	Purple	43	FOLR1	9606.ENSP00000377284	Folate receptor alpha; Binds to folate and reduced folic acid derivatives and mediates delivery of 5-methyltetrahydrofolate and folate analogs into the interior of cells. Has high affinity for folate and folic acid analogs at neutral pH. Exposure to slightly acidic pH after receptor endocytosis triggers a conformation change that strongly reduces its affinity for folates and mediates their release. Required for normal embryonic development and normal cell proliferation.
kmeans	10	Purple	43	FOXO1	9606.ENSP00000368880	Forkhead box protein O1; Transcription factor that is the main target of insulin signaling and regulates metabolic homeostasis in response to oxidative stress. Binds to the insulin response element (IRE) with consensus sequence 5'-TT[G/A]TTTTG-3' and the related Daf-16 family binding element (DBE) with consensus sequence 5'-TT[G/A]TTTAC-3'. Activity suppressed by insulin. Main regulator of redox balance and osteoblast numbers and controls bone mass. Orchestrates the endocrine function of the skeleton in regulating glucose metabolism. Acts synergistically with ATF4 to suppress osteocalc [...] 
kmeans	10	Purple	43	FUS	9606.ENSP00000254108	RNA-binding protein FUS; DNA/RNA-binding protein that plays a role in various cellular processes such as transcription regulation, RNA splicing, RNA transport, DNA repair and damage response. Binds to nascent pre-mRNAs and acts as a molecular mediator between RNA polymerase II and U1 small nuclear ribonucleoprotein thereby coupling transcription and splicing. Binds also its own pre- mRNA and autoregulates its expression; this autoregulation mechanism is mediated by non-sense-mediated decay. Plays a role in DNA repair mechanisms by promoting D-loop formation and homologous recombination [...] 
